"year" "tas"
"966" 2086.41666666667 292.327361966525
"967" 2086.5 292.51794733913
"968" 2086.58333333333 292.331433645184
"969" 2086.66666666667 291.766251769196
"970" 2086.75 290.929377131422
"971" 2086.83333333333 290.176566301883
"972" 2086.91666666667 289.72701522713
"973" 2087 289.787376981231
"974" 2087.08333333333 289.954636682553
"975" 2087.16666666667 290.473554356463
"976" 2087.25 290.97494750289
"977" 2087.33333333333 291.690746108174
"978" 2087.41666666667 292.208267072475
"979" 2087.5 292.450544421958
"980" 2087.58333333333 292.216986684025
"981" 2087.66666666667 291.62078988208
"982" 2087.75 290.744884287345
"983" 2087.83333333333 289.914112543152
"984" 2087.91666666667 289.54390855897
"985" 2088 289.265772218027
"986" 2088.08333333333 289.804873153132
"987" 2088.16666666667 290.296861003369
"988" 2088.25 291.056129893999
"989" 2088.33333333333 291.904602655297
"990" 2088.41666666667 292.223009063594
"991" 2088.5 292.466216556986
"992" 2088.58333333333 292.290467629072
"993" 2088.66666666667 291.717828033256
"994" 2088.75 290.862859791748
"995" 2088.83333333333 290.101655972946
"996" 2088.91666666667 289.765043494012
"997" 2089 289.689517825051
"998" 2089.08333333333 289.853406581478
"999" 2089.16666666667 290.375611062297
"1000" 2089.25 290.962717063949
"1001" 2089.33333333333 291.69121189647
"1002" 2089.41666666667 292.314488365832
"1003" 2089.5 292.470033644919
"1004" 2089.58333333333 292.335239189746
"1005" 2089.66666666667 291.673775950188
"1006" 2089.75 290.816408689542
"1007" 2089.83333333333 290.000195906857
"1008" 2089.91666666667 289.452484956754
"1009" 2090 289.435062525943
"1010" 2090.08333333333 289.69179503968
"1011" 2090.16666666667 290.216693336193
"1012" 2090.25 291.011316717055
"1013" 2090.33333333333 291.87651934799
"1014" 2090.41666666667 292.32773735163
"1015" 2090.5 292.399617886116
"1016" 2090.58333333333 292.259089858672
"1017" 2090.66666666667 291.715068776661
"1018" 2090.75 290.870969643256
"1019" 2090.83333333333 290.067447127153
"1020" 2090.91666666667 289.53009590599
"1021" 2091 289.626716140991
"1022" 2091.08333333333 289.878424815344
"1023" 2091.16666666667 290.435907109058
"1024" 2091.25 291.18925509115
"1025" 2091.33333333333 291.836108175175
"1026" 2091.41666666667 292.327567105478
"1027" 2091.5 292.4719232247
"1028" 2091.58333333333 292.241059593322
"1029" 2091.66666666667 291.550538570222
"1030" 2091.75 290.720205922023
"1031" 2091.83333333333 289.935735603015
"1032" 2091.91666666667 289.482263147274
"1033" 2092 289.243992583701
"1034" 2092.08333333333 289.570318105722
"1035" 2092.16666666667 290.178480666266
"1036" 2092.25 291.005590307522
"1037" 2092.33333333333 291.675729576821
"1038" 2092.41666666667 292.170444539285
"1039" 2092.5 292.439675659542
"1040" 2092.58333333333 292.258278991538
"1041" 2092.66666666667 291.695542355097
"1042" 2092.75 290.759396058949
"1043" 2092.83333333333 290.016170806713
"1044" 2092.91666666667 289.664457692439
"1045" 2093 289.611616229654
"1046" 2093.08333333333 289.91984691313
"1047" 2093.16666666667 290.425138963196
"1048" 2093.25 291.060661441232
"1049" 2093.33333333333 291.795062221524
"1050" 2093.41666666667 292.310891780701
"1051" 2093.5 292.314904024018
"1052" 2093.58333333333 292.198406807265
"1053" 2093.66666666667 291.634124366506
"1054" 2093.75 290.728215743001
"1055" 2093.83333333333 289.937285269436
"1056" 2093.91666666667 289.582248950576
"1057" 2094 289.349947336378
"1058" 2094.08333333333 289.647531079523
"1059" 2094.16666666667 290.415151578264
"1060" 2094.25 291.131773019258
"1061" 2094.33333333333 291.837953052521
"1062" 2094.41666666667 292.375260744706
"1063" 2094.5 292.592993708323
"1064" 2094.58333333333 292.362369821831
"1065" 2094.66666666667 291.783763790828
"1066" 2094.75 290.90453044653
"1067" 2094.83333333333 290.09729090806
"1068" 2094.91666666667 289.642857076197
"1069" 2095 289.669344447517
"1070" 2095.08333333333 289.921805124441
"1071" 2095.16666666667 290.40001899169
"1072" 2095.25 291.263412358833
"1073" 2095.33333333333 291.813092151451
"1074" 2095.41666666667 292.393046942129
"1075" 2095.5 292.564303030728
"1076" 2095.58333333333 292.30033079905
"1077" 2095.66666666667 291.734171282795
"1078" 2095.75 290.832659406761
"1079" 2095.83333333333 289.978408561549
"1080" 2095.91666666667 289.604994291178
"1081" 2096 289.583248822822
"1082" 2096.08333333333 289.78824304997
"1083" 2096.16666666667 290.443178636962
"1084" 2096.25 291.025812552661
"1085" 2096.33333333333 291.848518700631
"1086" 2096.41666666667 292.347268116689
"1087" 2096.5 292.487494430275
"1088" 2096.58333333333 292.489733213933
"1089" 2096.66666666667 291.787697550375
"1090" 2096.75 290.944444639369
"1091" 2096.83333333333 290.14004922694
"1092" 2096.91666666667 289.672223596004
"1093" 2097 289.737877376624
"1094" 2097.08333333333 290.055694737007
"1095" 2097.16666666667 290.632110168788
"1096" 2097.25 291.364345353754
"1097" 2097.33333333333 291.951849201185
"1098" 2097.41666666667 292.505761554491
"1099" 2097.5 292.603271132107
"1100" 2097.58333333333 292.470555791789
"1101" 2097.66666666667 291.853933417638
"1102" 2097.75 290.887138145917
"1103" 2097.83333333333 290.077304866436
"1104" 2097.91666666667 289.666371749351
"1105" 2098 289.602809926494
"1106" 2098.08333333333 289.812744007565
"1107" 2098.16666666667 290.516758459965
"1108" 2098.25 291.262531478718
"1109" 2098.33333333333 291.947970580347
"1110" 2098.41666666667 292.465162227065
"1111" 2098.5 292.667019324391
"1112" 2098.58333333333 292.440171817688
"1113" 2098.66666666667 291.925495645549
"1114" 2098.75 291.05988793799
"1115" 2098.83333333333 290.145831130175
"1116" 2098.91666666667 289.690073312446
"1117" 2099 289.627623325846
"1118" 2099.08333333333 290.114424602965
"1119" 2099.16666666667 290.619864916166
"1120" 2099.25 291.338536671828
"1121" 2099.33333333333 292.050588135594
"1122" 2099.41666666667 292.513157198752
"1123" 2099.5 292.637069722742
"1124" 2099.58333333333 292.511217821072
"1125" 2099.66666666667 291.795817911062
"1126" 2099.75 290.930937592506
"1127" 2099.83333333333 290.087163368194
"1128" 2099.91666666667 289.639869569744
"1129" 2100 289.52001174112
"1130" 2100.08333333333 289.894642127138
"1131" 2100.16666666667 290.419698575196
"1132" 2100.25 291.061486006647
"1133" 2100.33333333333 291.865009385875
"1134" 2100.41666666667 292.408723322337
"1135" 2100.5 292.567725247131
"1136" 2100.58333333333 292.338664515562
"1137" 2100.66666666667 291.710866046011
"1138" 2100.75 290.887248281189
"1139" 2100.83333333333 290.169232154284
"1140" 2100.91666666667 289.719145364649
"1141" 2101 289.576389778801
"1142" 2101.08333333333 289.829425537284
"1143" 2101.16666666667 290.611541132352
"1144" 2101.25 291.216717288258
"1145" 2101.33333333333 291.856397839987
"1146" 2101.41666666667 292.466582290022
"1147" 2101.5 292.559072521398
"1148" 2101.58333333333 292.36913907897
"1149" 2101.66666666667 291.825102814799
"1150" 2101.75 290.886216147089
"1151" 2101.83333333333 290.103775590918
"1152" 2101.91666666667 289.705327052348
"1153" 2102 289.584896819555
"1154" 2102.08333333333 289.833194140215
"1155" 2102.16666666667 290.439909727178
"1156" 2102.25 291.21874499442
"1157" 2102.33333333333 291.836665722399
"1158" 2102.41666666667 292.337652021088
"1159" 2102.5 292.592918731092
"1160" 2102.58333333333 292.466433261725
"1161" 2102.66666666667 291.918328439002
"1162" 2102.75 290.980162292796
"1163" 2102.83333333333 290.206082529559
"1164" 2102.91666666667 289.803256809408
"1165" 2103 289.757604897955
"1166" 2103.08333333333 289.805574715138
"1167" 2103.16666666667 290.505705318229
"1168" 2103.25 291.237845921259
"1169" 2103.33333333333 291.939300819296
"1170" 2103.41666666667 292.449257187385
"1171" 2103.5 292.656956800709
"1172" 2103.58333333333 292.506163801116
"1173" 2103.66666666667 291.845036060651
"1174" 2103.75 291.089471971422
"1175" 2103.83333333333 290.208804520524
"1176" 2103.91666666667 289.769057331591
"1177" 2104 289.712293763115
"1178" 2104.08333333333 289.890808164445
"1179" 2104.16666666667 290.403533709698
"1180" 2104.25 291.100352846478
"1181" 2104.33333333333 291.798111865613
"1182" 2104.41666666667 292.369697102107
"1183" 2104.5 292.497891835127
"1184" 2104.58333333333 292.342017096046
"1185" 2104.66666666667 291.703137668681
"1186" 2104.75 290.867950277843
"1187" 2104.83333333333 289.934675009384
"1188" 2104.91666666667 289.611463434883
"1189" 2105 289.431993006713
"1190" 2105.08333333333 289.619559481722
"1191" 2105.16666666667 290.274254029216
"1192" 2105.25 290.954048284362
"1193" 2105.33333333333 291.81572100122
"1194" 2105.41666666667 292.324918898143
"1195" 2105.5 292.560807022954
"1196" 2105.58333333333 292.199374245053
"1197" 2105.66666666667 291.672634263495
"1198" 2105.75 290.82500999801
"1199" 2105.83333333333 289.984643593455
"1200" 2105.91666666667 289.710560996658
"1201" 2106 289.576849448529
"1202" 2106.08333333333 289.908071833593
"1203" 2106.16666666667 290.464093680165
"1204" 2106.25 291.068635618097
"1205" 2106.33333333333 291.91936856021
"1206" 2106.41666666667 292.412054921997
"1207" 2106.5 292.568051353172
"1208" 2106.58333333333 292.392416229739
"1209" 2106.66666666667 291.749652738113
"1210" 2106.75 290.914656792419
"1211" 2106.83333333333 290.015068050295
"1212" 2106.91666666667 289.403395867419
"1213" 2107 289.376902825884
"1214" 2107.08333333333 289.885043868359
"1215" 2107.16666666667 290.486751612541
"1216" 2107.25 291.175331860353
"1217" 2107.33333333333 291.823444231458
"1218" 2107.41666666667 292.354327194604
"1219" 2107.5 292.523680720058
"1220" 2107.58333333333 292.320885773988
"1221" 2107.66666666667 291.769452603962
"1222" 2107.75 290.93777974279
"1223" 2107.83333333333 290.094725137507
"1224" 2107.91666666667 289.67710999664
"1225" 2108 289.655674217281
"1226" 2108.08333333333 289.933428033575
"1227" 2108.16666666667 290.415582018936
"1228" 2108.25 291.218262220282
"1229" 2108.33333333333 291.932781114174
"1230" 2108.41666666667 292.388131419904
"1231" 2108.5 292.547688195977
"1232" 2108.58333333333 292.416342165501
"1233" 2108.66666666667 291.731264371714
"1234" 2108.75 290.905529343753
"1235" 2108.83333333333 290.144438079335
"1236" 2108.91666666667 289.548055911067
"1237" 2109 289.562044058012
"1238" 2109.08333333333 289.865473575441
"1239" 2109.16666666667 290.550178091746
"1240" 2109.25 291.235624033673
"1241" 2109.33333333333 291.881224042057
"1242" 2109.41666666667 292.374047346672
"1243" 2109.5 292.603939381962
"1244" 2109.58333333333 292.526925991607
"1245" 2109.66666666667 291.83853790507
"1246" 2109.75 290.90934524807
"1247" 2109.83333333333 290.165555553389
"1248" 2109.91666666667 289.566475179194
"1249" 2110 289.704488115273
"1250" 2110.08333333333 289.83562388258
"1251" 2110.16666666667 290.56756400658
"1252" 2110.25 291.292460105825
"1253" 2110.33333333333 292.009139147027
"1254" 2110.41666666667 292.542970856496
"1255" 2110.5 292.665349539933
"1256" 2110.58333333333 292.45797356744
"1257" 2110.66666666667 291.806186597891
"1258" 2110.75 290.931103347492
"1259" 2110.83333333333 290.118416493213
"1260" 2110.91666666667 289.593749958405
"1261" 2111 289.427382135125
"1262" 2111.08333333333 289.891208677893
"1263" 2111.16666666667 290.531245424749
"1264" 2111.25 291.154678722867
"1265" 2111.33333333333 292.005038082658
"1266" 2111.41666666667 292.451756434598
"1267" 2111.5 292.556228484798
"1268" 2111.58333333333 292.380045609263
"1269" 2111.66666666667 291.768960829439
"1270" 2111.75 290.899958490277
"1271" 2111.83333333333 290.175524320839
"1272" 2111.91666666667 289.629583784955
"1273" 2112 289.598275910424
"1274" 2112.08333333333 289.831939620239
"1275" 2112.16666666667 290.374106246003
"1276" 2112.25 290.929827022941
"1277" 2112.33333333333 291.782994468167
"1278" 2112.41666666667 292.325593880074
"1279" 2112.5 292.436236374443
"1280" 2112.58333333333 292.414255290739
"1281" 2112.66666666667 291.724339104387
"1282" 2112.75 290.890804143815
"1283" 2112.83333333333 289.947952676582
"1284" 2112.91666666667 289.467563593747
"1285" 2113 289.581369960348
"1286" 2113.08333333333 289.834821846739
"1287" 2113.16666666667 290.572862215784
"1288" 2113.25 291.183538853339
"1289" 2113.33333333333 291.895520604356
"1290" 2113.41666666667 292.416368999287
"1291" 2113.5 292.629672519965
"1292" 2113.58333333333 292.473824654788
"1293" 2113.66666666667 291.88221716068
"1294" 2113.75 290.934994447481
"1295" 2113.83333333333 290.18963620486
"1296" 2113.91666666667 289.745844452534
"1297" 2114 289.512602980736
"1298" 2114.08333333333 290.01157486111
"1299" 2114.16666666667 290.5839033285
"1300" 2114.25 291.361860331196
"1301" 2114.33333333333 291.976769474347
"1302" 2114.41666666667 292.487856601953
"1303" 2114.5 292.652060180475
"1304" 2114.58333333333 292.425754140775
"1305" 2114.66666666667 291.809839814671
"1306" 2114.75 290.956851288021
"1307" 2114.83333333333 290.213445114199
"1308" 2114.91666666667 289.61518928471
"1309" 2115 289.442829843843
"1310" 2115.08333333333 289.747152598034
"1311" 2115.16666666667 290.440922616155
"1312" 2115.25 291.294903048511
"1313" 2115.33333333333 291.894530997629
"1314" 2115.41666666667 292.416017417738
"1315" 2115.5 292.604714617676
"1316" 2115.58333333333 292.42144892677
"1317" 2115.66666666667 291.902702195335
"1318" 2115.75 290.93446490537
"1319" 2115.83333333333 290.173078057449
"1320" 2115.91666666667 289.690531283841
"1321" 2116 289.554314294419
"1322" 2116.08333333333 289.9362147737
"1323" 2116.16666666667 290.448236537615
"1324" 2116.25 291.13255802565
"1325" 2116.33333333333 291.727012871128
"1326" 2116.41666666667 292.316804387067
"1327" 2116.5 292.57464687059
"1328" 2116.58333333333 292.382792728426
"1329" 2116.66666666667 291.782390573993
"1330" 2116.75 290.963742565447
"1331" 2116.83333333333 290.180963403862
"1332" 2116.91666666667 289.574009423642
"1333" 2117 289.447608720368
"1334" 2117.08333333333 289.898010791595
"1335" 2117.16666666667 290.647371297509
"1336" 2117.25 291.248289015152
"1337" 2117.33333333333 291.93192519057
"1338" 2117.41666666667 292.387783856811
"1339" 2117.5 292.56823963757
"1340" 2117.58333333333 292.358882714095
"1341" 2117.66666666667 291.756388902361
"1342" 2117.75 290.868275220022
"1343" 2117.83333333333 290.115387512085
"1344" 2117.91666666667 289.37748753524
"1345" 2118 289.443613091617
"1346" 2118.08333333333 289.666318242286
"1347" 2118.16666666667 290.258120633261
"1348" 2118.25 290.960724510451
"1349" 2118.33333333333 291.735324017866
"1350" 2118.41666666667 292.30306587021
"1351" 2118.5 292.500697482987
"1352" 2118.58333333333 292.392260399659
"1353" 2118.66666666667 291.76162180991
"1354" 2118.75 290.906921022793
"1355" 2118.83333333333 290.108108064192
"1356" 2118.91666666667 289.605057942095
"1357" 2119 289.572573155275
"1358" 2119.08333333333 289.836849048027
"1359" 2119.16666666667 290.436947410901
"1360" 2119.25 291.194570795467
"1361" 2119.33333333333 291.898234900028
"1362" 2119.41666666667 292.396328826586
"1363" 2119.5 292.594418908358
"1364" 2119.58333333333 292.463475421919
"1365" 2119.66666666667 291.723253262149
"1366" 2119.75 290.965374752739
"1367" 2119.83333333333 290.086748160834
"1368" 2119.91666666667 289.661918057801
"1369" 2120 289.591620886656
"1370" 2120.08333333333 289.944775546076
"1371" 2120.16666666667 290.415494794484
"1372" 2120.25 291.226742899294
"1373" 2120.33333333333 291.943028902368
"1374" 2120.41666666667 292.452485469793
"1375" 2120.5 292.51628661354
"1376" 2120.58333333333 292.278759158965
"1377" 2120.66666666667 291.737906119997
"1378" 2120.75 290.870252106404
"1379" 2120.83333333333 290.130726926447
"1380" 2120.91666666667 289.625479782418
"1381" 2121 289.568798391677
"1382" 2121.08333333333 289.762809632194
"1383" 2121.16666666667 290.292975233729
"1384" 2121.25 291.159013075668
"1385" 2121.33333333333 291.779792214067
"1386" 2121.41666666667 292.499642125383
"1387" 2121.5 292.654597246517
"1388" 2121.58333333333 292.514348400448
"1389" 2121.66666666667 291.849569176481
"1390" 2121.75 290.950253056508
"1391" 2121.83333333333 290.257793193646
"1392" 2121.91666666667 289.853201196185
"1393" 2122 289.7649707419
"1394" 2122.08333333333 290.053753749653
"1395" 2122.16666666667 290.582921104181
"1396" 2122.25 291.337829216027
"1397" 2122.33333333333 291.911906222397
"1398" 2122.41666666667 292.581102241104
"1399" 2122.5 292.652030828391
"1400" 2122.58333333333 292.530415709496
"1401" 2122.66666666667 291.85531512061
"1402" 2122.75 290.958437530788
"1403" 2122.83333333333 290.122263083714
"1404" 2122.91666666667 289.496860562061
"1405" 2123 289.545086027472
"1406" 2123.08333333333 289.856006252643
"1407" 2123.16666666667 290.376875572813
"1408" 2123.25 291.165585374955
"1409" 2123.33333333333 291.846034222421
"1410" 2123.41666666667 292.415593882934
"1411" 2123.5 292.600209579021
"1412" 2123.58333333333 292.393651827554
"1413" 2123.66666666667 291.819307909572
"1414" 2123.75 290.992964321749
"1415" 2123.83333333333 290.358231422372
"1416" 2123.91666666667 289.798794475684
"1417" 2124 289.850109623984
"1418" 2124.08333333333 290.066369252392
"1419" 2124.16666666667 290.609318104595
"1420" 2124.25 291.262957621427
"1421" 2124.33333333333 292.09289554051
"1422" 2124.41666666667 292.533787527643
"1423" 2124.5 292.66955861846
"1424" 2124.58333333333 292.486658382703
"1425" 2124.66666666667 291.863608827357
"1426" 2124.75 291.052286626702
"1427" 2124.83333333333 290.275278079782
"1428" 2124.91666666667 289.716663314816
"1429" 2125 289.6809662658
"1430" 2125.08333333333 289.975543646229
"1431" 2125.16666666667 290.640931172133
"1432" 2125.25 291.242123361047
"1433" 2125.33333333333 291.89264453673
"1434" 2125.41666666667 292.426318360718
"1435" 2125.5 292.597971535614
"1436" 2125.58333333333 292.456680867055
"1437" 2125.66666666667 291.929189468031
"1438" 2125.75 290.875060440295
"1439" 2125.83333333333 290.16954658734
"1440" 2125.91666666667 289.679046199031
"1441" 2126 289.655516882327
"1442" 2126.08333333333 289.951781308335
"1443" 2126.16666666667 290.42926134931
"1444" 2126.25 291.2667003271
"1445" 2126.33333333333 291.961375255476
"1446" 2126.41666666667 292.396479302473
"1447" 2126.5 292.635109836849
"1448" 2126.58333333333 292.44424504458
"1449" 2126.66666666667 291.804808179292
"1450" 2126.75 290.977632456453
"1451" 2126.83333333333 290.007697360273
"1452" 2126.91666666667 289.605751307218
"1453" 2127 289.540612210264
"1454" 2127.08333333333 289.926399762736
"1455" 2127.16666666667 290.55642373448
"1456" 2127.25 291.264372790191
"1457" 2127.33333333333 291.905257356098
"1458" 2127.41666666667 292.402979362244
"1459" 2127.5 292.600225648896
"1460" 2127.58333333333 292.482275361173
"1461" 2127.66666666667 291.965468205694
"1462" 2127.75 290.953309245659
"1463" 2127.83333333333 290.155641790665
"1464" 2127.91666666667 289.708347188275
"1465" 2128 289.635522354894
"1466" 2128.08333333333 289.989366527785
"1467" 2128.16666666667 290.602301013077
"1468" 2128.25 291.257650918427
"1469" 2128.33333333333 292.023980580383
"1470" 2128.41666666667 292.559768321677
"1471" 2128.5 292.673139433857
"1472" 2128.58333333333 292.472026094147
"1473" 2128.66666666667 291.89768982983
"1474" 2128.75 290.971740266164
"1475" 2128.83333333333 290.200696973323
"1476" 2128.91666666667 289.739792147856
"1477" 2129 289.537359691068
"1478" 2129.08333333333 289.883540126808
"1479" 2129.16666666667 290.567189234944
"1480" 2129.25 291.317180893864
"1481" 2129.33333333333 292.052555470821
"1482" 2129.41666666667 292.507392381274
"1483" 2129.5 292.713297213189
"1484" 2129.58333333333 292.494281269717
"1485" 2129.66666666667 291.875887749954
"1486" 2129.75 290.987575136792
"1487" 2129.83333333333 290.059804109614
"1488" 2129.91666666667 289.730121787098
"1489" 2130 289.613675135766
"1490" 2130.08333333333 290.018611856822
"1491" 2130.16666666667 290.643219824699
"1492" 2130.25 291.341150909792
