"year" "tas"
"1" 1850 284.529778040657
"2" 1850.08333333333 284.928209516968
"3" 1850.16666666667 285.336974120542
"4" 1850.25 286.340291625638
"5" 1850.33333333333 287.196759790231
"6" 1850.41666666667 288.212931072299
"7" 1850.5 288.684688012322
"8" 1850.58333333333 288.366055758218
"9" 1850.66666666667 287.385586661501
"10" 1850.75 286.215402130719
"11" 1850.83333333333 285.187283157459
"12" 1850.91666666667 284.414100522082
"13" 1851 284.313593407341
"14" 1851.08333333333 284.918297462663
"15" 1851.16666666667 285.194009974186
"16" 1851.25 286.174810771993
"17" 1851.33333333333 287.046189190108
"18" 1851.41666666667 287.991863412979
"19" 1851.5 288.721689977123
"20" 1851.58333333333 288.451046749917
"21" 1851.66666666667 287.511686053803
"22" 1851.75 286.283961223116
"23" 1851.83333333333 285.049988119918
"24" 1851.91666666667 284.519396498297
"25" 1852 284.663333692209
"26" 1852.08333333333 284.929611437918
"27" 1852.16666666667 285.444606058849
"28" 1852.25 286.360865792013
"29" 1852.33333333333 287.204063510935
"30" 1852.41666666667 287.975319871077
"31" 1852.5 288.608618981894
"32" 1852.58333333333 288.413015337924
"33" 1852.66666666667 287.634862566167
"34" 1852.75 286.225945409476
"35" 1852.83333333333 285.126158765691
"36" 1852.91666666667 284.40820642317
"37" 1853 284.065560688959
"38" 1853.08333333333 284.55495946502
"39" 1853.16666666667 285.123982301194
"40" 1853.25 286.034127836219
"41" 1853.33333333333 287.142138716858
"42" 1853.41666666667 287.968712868418
"43" 1853.5 288.668371559086
"44" 1853.58333333333 288.435171955418
"45" 1853.66666666667 287.437043375278
"46" 1853.75 286.333384474054
"47" 1853.83333333333 285.203421111618
"48" 1853.91666666667 284.636732836443
"49" 1854 284.271046796316
"50" 1854.08333333333 284.719867890848
"51" 1854.16666666667 285.29657216771
"52" 1854.25 286.175808305774
"53" 1854.33333333333 286.95485540503
"54" 1854.41666666667 287.886227318248
"55" 1854.5 288.495649795595
"56" 1854.58333333333 288.36092440306
"57" 1854.66666666667 287.452248973353
"58" 1854.75 286.343311103226
"59" 1854.83333333333 285.28857082525
"60" 1854.91666666667 284.558523329181
"61" 1855 284.506026439481
"62" 1855.08333333333 284.992517294192
"63" 1855.16666666667 285.392909877482
"64" 1855.25 286.244651511087
"65" 1855.33333333333 287.206429999726
"66" 1855.41666666667 288.101862266551
"67" 1855.5 288.612531304835
"68" 1855.58333333333 288.392417062357
"69" 1855.66666666667 287.43736808166
"70" 1855.75 286.278879665935
"71" 1855.83333333333 285.145161586641
"72" 1855.91666666667 284.442705534261
"73" 1856 284.292984213423
"74" 1856.08333333333 284.676684325621
"75" 1856.16666666667 285.159925447366
"76" 1856.25 286.052504329654
"77" 1856.33333333333 286.943068218131
"78" 1856.41666666667 287.932552015185
"79" 1856.5 288.575280490144
"80" 1856.58333333333 288.325934778522
"81" 1856.66666666667 287.295742154327
"82" 1856.75 286.15566842258
"83" 1856.83333333333 285.103849256293
"84" 1856.91666666667 284.331415176044
"85" 1857 284.111503920531
"86" 1857.08333333333 284.423863806579
"87" 1857.16666666667 285.252754253567
"88" 1857.25 286.068821720524
"89" 1857.33333333333 287.026655859923
"90" 1857.41666666667 287.877972675917
"91" 1857.5 288.604831800225
"92" 1857.58333333333 288.23199835883
"93" 1857.66666666667 287.367290955556
"94" 1857.75 286.169242327759
"95" 1857.83333333333 285.086964388171
"96" 1857.91666666667 284.526463987301
"97" 1858 284.225710272002
"98" 1858.08333333333 284.595244125176
"99" 1858.16666666667 285.107167172685
"100" 1858.25 286.216545999109
"101" 1858.33333333333 287.206991726572
"102" 1858.41666666667 288.067947055808
"103" 1858.5 288.522819792056
"104" 1858.58333333333 288.196102644855
"105" 1858.66666666667 287.456589398657
"106" 1858.75 286.230843076085
"107" 1858.83333333333 285.138024034174
"108" 1858.91666666667 284.390586699776
"109" 1859 284.342992906017
"110" 1859.08333333333 284.319821989116
"111" 1859.16666666667 285.21775709473
"112" 1859.25 285.996030437115
"113" 1859.33333333333 287.040723214
"114" 1859.41666666667 288.072489427193
"115" 1859.5 288.613319548392
"116" 1859.58333333333 288.380207794378
"117" 1859.66666666667 287.425937958138
"118" 1859.75 286.251211316576
"119" 1859.83333333333 285.065269611875
"120" 1859.91666666667 284.437721419705
"121" 1860 284.164474491619
"122" 1860.08333333333 284.724482238618
"123" 1860.16666666667 285.368375363505
"124" 1860.25 286.074658750723
"125" 1860.33333333333 287.007821173011
"126" 1860.41666666667 288.064367958401
"127" 1860.5 288.697319591765
"128" 1860.58333333333 288.445148712375
"129" 1860.66666666667 287.476428529004
"130" 1860.75 286.1290906188
"131" 1860.83333333333 285.109646147485
"132" 1860.91666666667 284.160553548001
"133" 1861 283.937396802469
"134" 1861.08333333333 284.292978613877
"135" 1861.16666666667 285.277662170488
"136" 1861.25 286.142439721451
"137" 1861.33333333333 287.135238383602
"138" 1861.41666666667 288.074930337594
"139" 1861.5 288.409362578986
"140" 1861.58333333333 288.388642382364
"141" 1861.66666666667 287.538093078918
"142" 1861.75 286.278534450098
"143" 1861.83333333333 285.129951177712
"144" 1861.91666666667 284.498588409431
"145" 1862 284.623581258865
"146" 1862.08333333333 284.92345991614
"147" 1862.16666666667 285.052716826806
"148" 1862.25 286.142339747535
"149" 1862.33333333333 287.07990921786
"150" 1862.41666666667 288.012344981648
"151" 1862.5 288.661438301048
"152" 1862.58333333333 288.381947362747
"153" 1862.66666666667 287.409884464443
"154" 1862.75 286.265696617607
"155" 1862.83333333333 285.199739225843
"156" 1862.91666666667 284.729313814824
