"year" "tas"
"1" 1850 284.914695700581
"2" 1850.08333333333 284.993660056383
"3" 1850.16666666667 285.541223722845
"4" 1850.25 286.199774231296
"5" 1850.33333333333 287.189161915811
"6" 1850.41666666667 287.962432220949
"7" 1850.5 288.338343848843
"8" 1850.58333333333 288.011239084238
"9" 1850.66666666667 287.101324105057
"10" 1850.75 286.441706142167
"11" 1850.83333333333 285.617120831394
"12" 1850.91666666667 285.068137053819
"13" 1851 285.006256635296
"14" 1851.08333333333 285.14638145887
"15" 1851.16666666667 285.380847520115
"16" 1851.25 286.330897674604
"17" 1851.33333333333 287.285351892186
"18" 1851.41666666667 288.056947289183
"19" 1851.5 288.442051147696
"20" 1851.58333333333 288.179799526583
"21" 1851.66666666667 287.46832636023
"22" 1851.75 286.481939298606
"23" 1851.83333333333 285.743115610178
"24" 1851.91666666667 285.201191914219
"25" 1852 284.999352100347
"26" 1852.08333333333 285.076085682444
"27" 1852.16666666667 285.551586709172
"28" 1852.25 286.12987658461
"29" 1852.33333333333 287.122695269101
"30" 1852.41666666667 287.935155126736
"31" 1852.5 288.225041897827
"32" 1852.58333333333 287.918991131018
"33" 1852.66666666667 287.184054004318
"34" 1852.75 286.380524110344
"35" 1852.83333333333 285.649112764426
"36" 1852.91666666667 285.207927941789
"37" 1853 285.027597465266
"38" 1853.08333333333 284.876639801997
"39" 1853.16666666667 285.511550216504
"40" 1853.25 286.279399867949
"41" 1853.33333333333 287.330694931996
"42" 1853.41666666667 287.943186511714
"43" 1853.5 288.372143479522
"44" 1853.58333333333 288.021018621228
"45" 1853.66666666667 287.291650107726
"46" 1853.75 286.475466879616
"47" 1853.83333333333 285.848024794537
"48" 1853.91666666667 285.355998252451
"49" 1854 285.166617235594
"50" 1854.08333333333 285.304419599289
"51" 1854.16666666667 285.678370365784
"52" 1854.25 286.341530000855
"53" 1854.33333333333 287.310604772138
"54" 1854.41666666667 288.033928380933
"55" 1854.5 288.451571684157
"56" 1854.58333333333 288.169860790296
"57" 1854.66666666667 287.264110562927
"58" 1854.75 286.289624628515
"59" 1854.83333333333 285.608757264478
"60" 1854.91666666667 285.141690275512
"61" 1855 284.970931857142
"62" 1855.08333333333 285.084398344651
"63" 1855.16666666667 285.584691773364
"64" 1855.25 286.294525520283
"65" 1855.33333333333 287.475284807373
"66" 1855.41666666667 288.127198764409
"67" 1855.5 288.398260496735
"68" 1855.58333333333 288.258703636533
"69" 1855.66666666667 287.393218060526
"70" 1855.75 286.454844867707
"71" 1855.83333333333 285.732608679377
"72" 1855.91666666667 285.283207087052
"73" 1856 284.966161056453
"74" 1856.08333333333 284.776088605852
"75" 1856.16666666667 285.359589638868
"76" 1856.25 286.076979442452
"77" 1856.33333333333 287.030777612965
"78" 1856.41666666667 287.777091854817
"79" 1856.5 288.297777595339
"80" 1856.58333333333 287.972271678965
"81" 1856.66666666667 287.231828884648
"82" 1856.75 286.312493057221
"83" 1856.83333333333 285.667631107708
"84" 1856.91666666667 285.116779560762
"85" 1857 284.874428498625
"86" 1857.08333333333 284.964265907488
"87" 1857.16666666667 285.551729654445
"88" 1857.25 286.298811532767
"89" 1857.33333333333 287.150209499378
"90" 1857.41666666667 287.898602615011
"91" 1857.5 288.336828833447
"92" 1857.58333333333 288.102884092894
"93" 1857.66666666667 287.197496999766
"94" 1857.75 286.322904822245
"95" 1857.83333333333 285.39769629304
"96" 1857.91666666667 285.05110456953
"97" 1858 284.871457258944
"98" 1858.08333333333 285.035257953621
"99" 1858.16666666667 285.466541590258
"100" 1858.25 286.040549600128
"101" 1858.33333333333 287.123978487609
"102" 1858.41666666667 287.899098622345
"103" 1858.5 288.286938142982
"104" 1858.58333333333 287.963892924202
"105" 1858.66666666667 287.073766384044
"106" 1858.75 286.25417698352
"107" 1858.83333333333 285.530432009798
"108" 1858.91666666667 284.980102582664
"109" 1859 284.99772199918
"110" 1859.08333333333 284.858232161247
"111" 1859.16666666667 285.337553365796
"112" 1859.25 286.10645547005
"113" 1859.33333333333 287.221840889747
"114" 1859.41666666667 287.886276423327
"115" 1859.5 288.277823469309
"116" 1859.58333333333 288.123895972326
"117" 1859.66666666667 287.42004098147
"118" 1859.75 286.326088552375
"119" 1859.83333333333 285.57823341306
"120" 1859.91666666667 285.079323041561
"121" 1860 284.944581623309
"122" 1860.08333333333 284.94448757377
"123" 1860.16666666667 285.755540047804
"124" 1860.25 286.366925107086
"125" 1860.33333333333 287.290882188222
"126" 1860.41666666667 287.976376276726
"127" 1860.5 288.291910554882
"128" 1860.58333333333 287.971949349058
"129" 1860.66666666667 287.255599218514
"130" 1860.75 286.279092818714
"131" 1860.83333333333 285.631385674833
"132" 1860.91666666667 285.029503257883
"133" 1861 284.901368643331
"134" 1861.08333333333 285.009227232363
"135" 1861.16666666667 285.41854558481
"136" 1861.25 286.089242601886
"137" 1861.33333333333 287.248553998749
"138" 1861.41666666667 287.917147573274
"139" 1861.5 288.242602413004
"140" 1861.58333333333 288.018221340678
"141" 1861.66666666667 287.259649037702
"142" 1861.75 286.173727218988
"143" 1861.83333333333 285.399005458539
"144" 1861.91666666667 285.09587923888
"145" 1862 285.019864945742
"146" 1862.08333333333 285.103592584819
"147" 1862.16666666667 285.62483583585
"148" 1862.25 286.322746618325
"149" 1862.33333333333 287.31315036207
"150" 1862.41666666667 288.072820334806
"151" 1862.5 288.467787207461
"152" 1862.58333333333 288.213973731528
"153" 1862.66666666667 287.237616015668
"154" 1862.75 286.456029776184
"155" 1862.83333333333 285.430574264041
"156" 1862.91666666667 285.039673348433
