"year" "tas"
"1" 1861 284.621585322104
"2" 1861.08333333333 284.866162653186
"3" 1861.16666666667 285.657740547829
"4" 1861.25 286.351859652615
"5" 1861.33333333333 287.369331615855
"6" 1861.41666666667 288.156924945065
"7" 1861.5 288.455824113484
"8" 1861.58333333333 288.143586118968
"9" 1861.66666666667 287.428349017653
"10" 1861.75 286.254462816269
"11" 1861.83333333333 285.223856310675
"12" 1861.91666666667 284.390505051945
"13" 1862 284.291730787185
"14" 1862.08333333333 284.65229456847
"15" 1862.16666666667 285.577833913146
"16" 1862.25 286.479502916233
"17" 1862.33333333333 287.38534347681
"18" 1862.41666666667 288.034207747926
"19" 1862.5 288.349330023949
"20" 1862.58333333333 288.146064119798
"21" 1862.66666666667 287.379506528115
"22" 1862.75 286.350809854686
"23" 1862.83333333333 285.16993336687
"24" 1862.91666666667 284.573215448832
"25" 1863 284.424230047847
"26" 1863.08333333333 284.855805077354
"27" 1863.16666666667 285.68164808934
"28" 1863.25 286.521126595934
"29" 1863.33333333333 287.45153634013
"30" 1863.41666666667 288.196466327188
"31" 1863.5 288.405054261297
"32" 1863.58333333333 288.083073156183
"33" 1863.66666666667 287.335010035902
"34" 1863.75 286.195683674763
"35" 1863.83333333333 285.129013892782
"36" 1863.91666666667 284.451866216333
"37" 1864 284.448810272749
"38" 1864.08333333333 284.670800768224
"39" 1864.16666666667 285.46038819326
"40" 1864.25 286.288942194198
"41" 1864.33333333333 287.264583988393
"42" 1864.41666666667 287.872568145586
"43" 1864.5 288.262921687294
"44" 1864.58333333333 288.062383432871
"45" 1864.66666666667 287.197491411379
"46" 1864.75 286.00471532623
"47" 1864.83333333333 284.949076559987
"48" 1864.91666666667 284.365920820743
"49" 1865 284.310990057436
"50" 1865.08333333333 284.660219635772
"51" 1865.16666666667 285.393983472945
"52" 1865.25 286.071740690743
"53" 1865.33333333333 287.051725035761
"54" 1865.41666666667 287.776851559167
"55" 1865.5 288.156658189502
"56" 1865.58333333333 287.978634749298
"57" 1865.66666666667 287.132834844878
"58" 1865.75 285.929514745775
"59" 1865.83333333333 284.885913101215
"60" 1865.91666666667 284.46613435861
"61" 1866 284.288867986068
"62" 1866.08333333333 284.552909231442
"63" 1866.16666666667 285.503909774919
"64" 1866.25 286.3315505741
"65" 1866.33333333333 287.395246901677
"66" 1866.41666666667 288.157043500697
"67" 1866.5 288.365471539976
"68" 1866.58333333333 288.105298249433
"69" 1866.66666666667 287.303319857935
"70" 1866.75 286.319859034172
"71" 1866.83333333333 285.170024337368
"72" 1866.91666666667 284.583779928304
"73" 1867 284.556561028648
"74" 1867.08333333333 284.760945069378
"75" 1867.16666666667 285.643845544839
"76" 1867.25 286.486716055724
"77" 1867.33333333333 287.545063839172
"78" 1867.41666666667 288.277816111198
"79" 1867.5 288.389636770873
"80" 1867.58333333333 288.180610611864
"81" 1867.66666666667 287.438133664208
"82" 1867.75 286.477899657896
"83" 1867.83333333333 285.343573077627
"84" 1867.91666666667 284.794596655446
"85" 1868 284.646785088519
"86" 1868.08333333333 284.967517782935
"87" 1868.16666666667 285.575496617315
"88" 1868.25 286.501199749184
"89" 1868.33333333333 287.549809134485
"90" 1868.41666666667 288.328166040687
"91" 1868.5 288.401812429681
"92" 1868.58333333333 288.12064435768
"93" 1868.66666666667 287.381219683232
"94" 1868.75 286.294317926507
"95" 1868.83333333333 285.160349693675
"96" 1868.91666666667 284.737175494864
"97" 1869 284.708448815274
"98" 1869.08333333333 285.03347531071
"99" 1869.16666666667 285.72289117591
"100" 1869.25 286.66786026437
"101" 1869.33333333333 287.48738200134
"102" 1869.41666666667 288.263054643631
"103" 1869.5 288.36903894699
"104" 1869.58333333333 288.175838926625
"105" 1869.66666666667 287.490790311955
"106" 1869.75 286.190807373754
"107" 1869.83333333333 285.113544791285
"108" 1869.91666666667 284.453110332162
"109" 1870 284.23729867524
"110" 1870.08333333333 284.785969063726
"111" 1870.16666666667 285.519697682095
"112" 1870.25 286.340540621977
"113" 1870.33333333333 287.457258266231
"114" 1870.41666666667 288.260155820859
"115" 1870.5 288.344929147398
"116" 1870.58333333333 288.161013898079
"117" 1870.66666666667 287.416428112659
"118" 1870.75 286.069633771332
"119" 1870.83333333333 285.119390718929
"120" 1870.91666666667 284.561783030058
"121" 1871 284.523210828828
"122" 1871.08333333333 284.884351305354
"123" 1871.16666666667 285.524382048734
"124" 1871.25 286.491185355577
"125" 1871.33333333333 287.408623427351
"126" 1871.41666666667 288.109345393337
"127" 1871.5 288.316200909584
"128" 1871.58333333333 288.303381216435
"129" 1871.66666666667 287.298484571222
"130" 1871.75 286.201806149216
"131" 1871.83333333333 285.017937726127
"132" 1871.91666666667 284.554646975241
"133" 1872 284.242681570816
"134" 1872.08333333333 284.632989799046
"135" 1872.16666666667 285.454361082687
"136" 1872.25 286.40942635819
"137" 1872.33333333333 287.590519483963
"138" 1872.41666666667 288.214479017862
"139" 1872.5 288.509792103862
"140" 1872.58333333333 288.220087235578
"141" 1872.66666666667 287.411884846179
"142" 1872.75 286.235263359186
"143" 1872.83333333333 285.167331538594
"144" 1872.91666666667 284.719546485577
"145" 1873 284.826656650109
"146" 1873.08333333333 284.911421001947
"147" 1873.16666666667 285.622245120548
"148" 1873.25 286.457594015033
"149" 1873.33333333333 287.489688085361
"150" 1873.41666666667 288.209778011528
"151" 1873.5 288.462214464992
"152" 1873.58333333333 288.216294684238
"153" 1873.66666666667 287.433520151915
"154" 1873.75 286.327641798907
"155" 1873.83333333333 285.338788873536
"156" 1873.91666666667 284.752620752798
