"year" "tas"
"1" 1850 285.422075174011
"2" 1850.08333333333 285.670546230738
"3" 1850.16666666667 286.581123826623
"4" 1850.25 287.650124088382
"5" 1850.33333333333 288.46888498672
"6" 1850.41666666667 289.007700569114
"7" 1850.5 289.397682663118
"8" 1850.58333333333 289.273265628781
"9" 1850.66666666667 288.545005913662
"10" 1850.75 287.489081491229
"11" 1850.83333333333 286.327773178131
"12" 1850.91666666667 285.718245361017
"13" 1851 285.383636582651
"14" 1851.08333333333 285.964200680552
"15" 1851.16666666667 286.601933293017
"16" 1851.25 287.67537755532
"17" 1851.33333333333 288.427283947504
"18" 1851.41666666667 288.930231762063
"19" 1851.5 289.312294751955
"20" 1851.58333333333 289.178302036534
"21" 1851.66666666667 288.559701948792
"22" 1851.75 287.526695843249
"23" 1851.83333333333 286.422715524362
"24" 1851.91666666667 285.672778187811
"25" 1852 285.475117787655
"26" 1852.08333333333 285.80402359289
"27" 1852.16666666667 286.689949315386
"28" 1852.25 287.674889666514
"29" 1852.33333333333 288.524016294978
"30" 1852.41666666667 288.960833406096
"31" 1852.5 289.246977632724
"32" 1852.58333333333 289.230352328043
"33" 1852.66666666667 288.514426918313
"34" 1852.75 287.479029744901
"35" 1852.83333333333 286.271142452443
"36" 1852.91666666667 285.401277249689
"37" 1853 285.502366336545
"38" 1853.08333333333 285.954378577216
"39" 1853.16666666667 286.550571739806
"40" 1853.25 287.554192354236
"41" 1853.33333333333 288.477992729421
"42" 1853.41666666667 288.945293666952
"43" 1853.5 289.266702598098
"44" 1853.58333333333 289.179773764477
"45" 1853.66666666667 288.544082947109
"46" 1853.75 287.475993023118
"47" 1853.83333333333 286.390494564014
"48" 1853.91666666667 285.527885672319
"49" 1854 285.465765680953
"50" 1854.08333333333 285.875012913799
"51" 1854.16666666667 286.488379209277
"52" 1854.25 287.471788834009
"53" 1854.33333333333 288.26658361597
"54" 1854.41666666667 288.893712328757
"55" 1854.5 289.217286034957
"56" 1854.58333333333 289.132765743177
"57" 1854.66666666667 288.449856087767
"58" 1854.75 287.532365393749
"59" 1854.83333333333 286.338569745859
"60" 1854.91666666667 285.520073525857
"61" 1855 285.337604236024
"62" 1855.08333333333 285.729342568534
"63" 1855.16666666667 286.589524466888
"64" 1855.25 287.699938384528
"65" 1855.33333333333 288.485820479394
"66" 1855.41666666667 288.909453726303
"67" 1855.5 289.269457943298
"68" 1855.58333333333 289.051760822239
"69" 1855.66666666667 288.547011778818
"70" 1855.75 287.495301993876
"71" 1855.83333333333 286.454509688034
"72" 1855.91666666667 285.560029109892
"73" 1856 285.351057527235
"74" 1856.08333333333 285.801106058969
"75" 1856.16666666667 286.59670588956
"76" 1856.25 287.368968747348
"77" 1856.33333333333 288.328840703819
"78" 1856.41666666667 288.796778679521
"79" 1856.5 289.021443540551
"80" 1856.58333333333 288.963413776058
"81" 1856.66666666667 288.326633885541
"82" 1856.75 287.385111338572
"83" 1856.83333333333 286.115748466061
"84" 1856.91666666667 285.41282187894
"85" 1857 285.445342375779
"86" 1857.08333333333 285.714740527713
"87" 1857.16666666667 286.571470695672
"88" 1857.25 287.404561206606
"89" 1857.33333333333 288.183331234286
"90" 1857.41666666667 288.749547639635
"91" 1857.5 289.069196841351
"92" 1857.58333333333 288.839219033814
"93" 1857.66666666667 288.26415359757
"94" 1857.75 287.050827221196
"95" 1857.83333333333 285.969762202531
"96" 1857.91666666667 285.252022699548
"97" 1858 285.158667688242
"98" 1858.08333333333 285.586978376707
"99" 1858.16666666667 286.431022108839
"100" 1858.25 287.538515871848
"101" 1858.33333333333 288.36458365442
"102" 1858.41666666667 288.869285176896
"103" 1858.5 289.184199170747
"104" 1858.58333333333 289.02177115224
"105" 1858.66666666667 288.274233480803
"106" 1858.75 287.229234158994
"107" 1858.83333333333 286.095309610847
"108" 1858.91666666667 285.247262036571
"109" 1859 285.174353672913
"110" 1859.08333333333 285.430635372972
"111" 1859.16666666667 286.453558064752
"112" 1859.25 287.376985069833
"113" 1859.33333333333 288.293881298263
"114" 1859.41666666667 288.821049085276
"115" 1859.5 289.108790623163
"116" 1859.58333333333 289.035991517846
"117" 1859.66666666667 288.395071234059
"118" 1859.75 287.424834794209
"119" 1859.83333333333 286.225826892208
"120" 1859.91666666667 285.451293942649
"121" 1860 285.391326617599
"122" 1860.08333333333 285.817632927578
"123" 1860.16666666667 286.590608212143
"124" 1860.25 287.723592998327
"125" 1860.33333333333 288.429591870962
"126" 1860.41666666667 288.837289924905
"127" 1860.5 289.256517892501
"128" 1860.58333333333 289.133755414946
"129" 1860.66666666667 288.573653856869
"130" 1860.75 287.551731539694
"131" 1860.83333333333 286.306877164265
"132" 1860.91666666667 285.629551753203
"133" 1861 285.386746037781
"134" 1861.08333333333 285.764289944839
"135" 1861.16666666667 286.6389024045
"136" 1861.25 287.659941092864
"137" 1861.33333333333 288.487667028901
"138" 1861.41666666667 288.810328859042
"139" 1861.5 289.17456474143
"140" 1861.58333333333 289.109792769763
"141" 1861.66666666667 288.54753883781
"142" 1861.75 287.505748565882
"143" 1861.83333333333 286.404086081493
"144" 1861.91666666667 285.548594164212
"145" 1862 285.291398939041
"146" 1862.08333333333 285.772410631195
"147" 1862.16666666667 286.797911578156
"148" 1862.25 287.678715325288
"149" 1862.33333333333 288.66541882745
"150" 1862.41666666667 289.014967660034
"151" 1862.5 289.256612917677
"152" 1862.58333333333 289.115831103336
"153" 1862.66666666667 288.380770629876
"154" 1862.75 287.53827450567
"155" 1862.83333333333 286.311625403341
"156" 1862.91666666667 285.635708841089
